id	text	label
train_002975	thầy dạy nhàm chán buồn ngủ.	0
train_002976	số lượng máy phòng thực hành quá ít , phải đến 2 - 3 người dùng chung một máy.	0
train_002977	nên đăng bài tập thực hành sớm hơn.	0
train_002978	khi giảng bài. nói rất nhanh và khó nghe.	0
train_002979	đặc biệt là micro và máy chiếu còn trục trặc nhiều.	0
train_002980	thầy quá nhiệt tình nên lớp thường hay ra muộn.	0
train_002981	về hạn nộp bài ( deadline ) trên moodle thầy nên cố định một giờ giấc nào đó.	0
train_002982	cơ sở dữ liệu năm nay đã kết hợp với thiết kế cơ sở dữ liệu rồi. kiến thức nhiều mà thi có phần trắc nghiệm nữa thì đánh giá kiến thức học được chưa đảm bảo cho lắm ạ.	0
train_002983	chưa làm rõ được ứng dụng vào thực tế của nội dung môn học.	0
train_002984	lịch bù không rõ ràng , không ôn tập , dạy không kịp chương trình , đăng video cho sinh viên xem lại.	0
train_002985	cho bài tập về nhà để học sinh làm thêm.	0
train_002986	bài thi cũng sử dụng nửa tiếng việt nửa tiếng anh với câu hỏi và đáp án khó hiểu , không rõ ràng.	0
train_002987	giáo viên nên bảo đảm giờ lên lớp để sinh viên biết chính xác học ngày nào.	0
train_002988	tăng cường cập nhập kiến thức mới.	0
train_002989	phần hướng dẫn thực hành nên tập trung vào bài tập cần làm. hơn là hướng dẫn các ví dụ khó hiểu và không liên quan ví dụ như cho input và output để sinh viên có thể hình dung ra những công việc cần làm.	0
train_002990	cần cân bằng giữa lý thuyết và thực hành.	0
train_002991	cần có nhiều thiết bị trực quan hơn.	0
train_002992	bài tập nhiều quá. không phù hợp lắm.	0
train_002993	em nghĩ là cần thêm bài tập trên lớp và giải ngay trên lớp.	0
train_002994	giảng viên chưa truyền đạt được bài học một cách dễ hiểu.	0
train_002995	các bài tập wireshark đều là của năm 2007 hết.	0
train_002996	thầy ơi , thầy chép ít lại dùm em.	0
train_002997	lịch học thực hành trùng với lịch học lý thuyết.	0
train_002998	sẽ tạo được nhiều hứng thú hơn. trong giờ học đòi hỏi nhiều kiến thức chuyên sâu này.	0
train_002999	giảng viên nên cho sinh viên lựa chọn các nền tảng để phát triển game chứ không nhất thiết phải chọn nền tảng directx trên c.	0
train_003000	cần wifi mạnh ở dãy nhà cũ.	0
train_003001	khó tiếp thu.	0
train_003002	giảng viên cần thay đổi cách dạy , tích cực hơn thay vì chỉ đọc chép.	0
train_003003	em đi học đầy đủ. nhưng không có máy để thực hành.	0
train_003004	thực hành hình thức 2 khó có thể tham gia học thường xuyên lắm ạ.	0
train_003005	giảng viên cần có tâm huyết hơn nữa.	0
train_003006	thầy hay vắng , trễ.	0
train_003007	thầy dạy nhiệt tình. nhưng không đảm bảo giờ lên lớp   thường xuyên có giảng viên dạy thế.	0
train_003008	máy tính không được tốt lắm.	0
train_003009	giảng viên thực hành có cũng như không.	0
train_003010	cần có thêm nhiều bài tập.	0
train_003011	không hướng dẫn tận tình cho sinh viên.	0
train_003012	cần cho nhiều bài tập và tăng độ khó.	0
train_003013	khả năng truyền đạt kiến thức kém.	0
train_003014	không hào hứng vì giọng thầy trầm. tự tìm hiểu trên mạng rồi viết báo cáo môn học thôi.	0
train_003015	tôi đã thấy giảng viên chỉ nhìn qua chưa đầy 30 giây và cho điểm 9 ngay lập tức.	0
train_003016	giáo viên thường xuyên cho nghỉ học.	0
train_003017	những môn liên quan đến lập trình em nghĩ nên lấy điểm đồ án làm điểm cuối kỳ.	0
train_003018	tôi thiết nghĩ cùng tham khảo source code như nhau , mà lại có đứa đậu có đứa rớt mặt. dù thầy thừa biết code đó là lấy từ internet về chứ có phải tự code đâu , thiết nghĩ tại sao thầy chỉ hỏi lý thuyết những bạn kia , mà lại căng xi măng chặn từng đoạn code đối với mình.	0
train_003019	theo em thầy nên sử dụng website môn học để cung cấp tài liệu cho sinh viên.	0
train_003020	nhất là môn anh văn. vì số tiết trong buổi học là 4 nên khá căng thẳng.	0
train_003021	nên giảng kỹ hơn.	0
train_003022	hy vọng ý kiến của em được xem xét.	0
train_003023	giáo viên dạy quá giờ so với quy định.	0
train_003024	lý thuyết thầy wzjwz22 giảng khá kỹ nên có chậm hơn so với quá trình thực hành , mong phòng đào tạo làm sao để cho quá trình học lý thuyết và học thực hành đi song song với nhau.	0
train_003025	giảng viên dạy cực khó hiểu , khả năng truyền đạt kém. giảng dạy nhàm chán khiến sinh viên không có hứng thú khi tham gia học tập.	0
train_003026	thầy ít khi nhắc lại về phần đã dạy hôm trước.	0
train_003027	cách thầy giảng em không nắm được nội dung tổng quát.	0
train_003028	giảng viên cần cập nhập giáo trình và tài liệu môn học một cách đầy đủ hơn trước giờ lên lớp.	0
train_003029	chưa tận tâm với sinh viên.	0
train_003030	kiểm tra sát sao hơn tiến trình làm đồ án sinh viên cho phép sinh viên sáng tạo nhiều cách mới không quá gò bó.	0
train_003031	cập nhật các phương thức giảng dạy mới học sơ lược. tiến tới loại bỏ những môn không cần thiết cho ngành sau này nên có thêm các lớp kỹ năng giao tiếp.	0
train_003032	nên đổi giáo trình.	0
train_003033	giảng dạy thờ ơ.	0
train_003034	quá trình giảng dạy không bám sát đồ án môn học. sinh viên phải tự tìm hiều qua nhiều mới báo cáo đồ án kịp tiến độ , không nên tổ chức thi giữa kỳ mà thay vào đó là các bài tập nhỏ cộng điểm cho sinh viên.	0
train_003035		0
train_003036	buổi học cuối cùng trước đợt thi cuối kỳ chưa nói rõ về nội dung sẽ được thi.	0
train_003037	mong muốn giảng viên nào cũng áp dụng như vậy thì quá tốt.	0
train_003038	phương pháp giảng dạy chưa hợp lý , đa phần là đọc slide.	0
train_003039	bài đồ án cuối kỳ thì phổ biến không rõ ràng phải làm gì để có điểm cao.	0
train_003040	giáo viên luôn dạy quá thời gian quy định. trong khi chỉ có 3 tiết mà thầy dạy gần hết 5 tiết mới cho nghỉ.	0
train_003041	giáo trình cụ thể hơn.	0
train_003042	nâng cấp quạt trần và máy chiếu của phòng học.	0
train_003043	đề nghị giảng viên sử dụng moodle để tăng chất lượng dạy học.	0
train_003044	giảng viên nghỉ quá nhiều.	0
train_003045	thầy cho ít dạng bài tập.	0
train_003046	mở thêm các lớp training chuyên ngành.	0
train_003047	thầy dạy bù vào thời gian không hợp lý.	0
train_003048	cần học môn lập trình trực quan trước.	0
train_003049	bài tập về code hơi ít. thực hành chưa đi đôi với lý thuyết.	0
train_003050	dạy hơi khó hiểu và nói quá nhanh.	0
train_003051	cô dạy em rất buồn ngủ.	0
train_003052	cần có cách khác phù hợp hơn.	0
train_003053	nói lý thuyết hay. nhưng không biết áp dụng vào đâu.	0
train_003054	phòng thực hành quá chật và thiết bị cũng hạn chế về số lượng chưa đáp ứng được nhu cầu học tập.	0
train_003055	thật sự em rất mơ hồ về môn học này.	0
train_003056	cho ghi bài nhiều.	0
train_003057	thầy thường xuyên vắng mặt.	0
train_003058	giảng viên cần tập trung giảng dạy lợi ích liên quan thực tiễn , tránh gây nhàm chán và lặp lại quá nhiều kiến thức cũ.	0
train_003059	làm tốn thời gian truyền đạt , dẫn đến hứng thú lên lớp nghe giảng bị hạn chế.	0
train_003060	cô cần quan tâm hơn tới sinh viên.	0
train_003061	chưa thấy được sự cần thiết thực sự của môn học đối với ngành nghề cũng như cuộc sống sau này.	0
train_003062	em nghĩ là nên giảm số giờ nói lý thuyết cho thêm giờ làm bài tập.	0
train_003063	thầy chỉ vô điểm danh và quản lý lớp , người dạy là các sinh viên của một câu lạc bộ sinh viên đại học quốc gia.	0
train_003064	hiện tại các thiết bị phòng lab để thực hành môn này đều đã hỏng. trong suốt quá trình thực hành chúng em không thể thực hành được trên thiết bị. mặc khác cũng chẳng nhận được sự hỗ trợ hướng dẫn nào của giảng viên thực hành.	0
train_003065	giảng bài còn hơi nhanh.	0
train_003066	tài liệu ít được cập nhật.	0
train_003067	nên đa phần chúng em phải chia nhau ra để học , như. vậy chất lượng rất khó đảm bảo.	0
train_003068	phương pháp dạy học không hấp dẫn , nhàm chán , khả năng truyền đạt chưa hiệu quả.	0
train_003069	thầy cho nghỉ quá nhiều.	0
train_003070	chưa có thời gian cho sinh viên ngẫm nghĩ điều mình mới học mà đã qua nội dung khác để theo kịp chương trình.	0
train_003071	chứ em nghĩ phần thư viện standford dùng để phân loại văn bản theo phương pháp naive bayes mà thầy wzjwz133 sử dụng và áp dụng được chắc cần thời gian để nghiên cứu. tìm hiểu mà không được công bố và cho sinh viên áp dụng thì uổng và tội cho thầy wzjwz133 quá.	0
train_003072	giáo viên thường xuyên cho nghỉ.	0
train_003073	khả năng truyền đạt kiến thức chưa cao. nhiều sinh viên khó hiểu.	0
train_003074	thầy nói tiếng anh dễ hiểu. nhưng đôi lúc quá nhanh.	0
train_003075	chứ nói thật là bọn em làm bài tập tại lớp không kịp ạ.	0
train_003076	khả năng truyền đạt lại kiến thức không được tốt.	0
train_003077	thầy giảng hơi khó hiểu , phức tạp hóa vấn đề , hơi chậm.	0
train_003078	ít vận dụng nhiều vào thực tiễn.	0
train_003079	giảng viên yêu cầu cao , khó khăn , gây áp lực tạo sự chán nản cho sinh viên.	0
train_003080	tài liệu nên được đưa lên moodle.	0
train_003081	thầy không vui tính.	0
train_003082	cô dạy quá nhanh.	0
train_003083	thực hành một đằng , lý thuyết một nẻo.	0
train_003084	do việc có giáo viên khác vào dạy thế. trong khoảng sau giữa kỳ nên đã xảy ra một số nhầm lẫn về bài học và cách thức tính điểm đồ án nên dẫn đến một số bạn bị điểm thấp.	0
train_003085	giảng dạy không truyền đạt được kiến thức nhiều cho sinh viên.	0
train_003086	giảng dạy thật sự quá nhanh.	0
train_003087	dạy chưa nhiệt tình.	0
train_003088	em nghĩ nên giảm bớt chương trình đào tạo với môn này.	0
train_003089	té patin cũng đau.	0
train_003090	kiểu đề thi trắc nghiệm quá phức tạp.	0
train_003091	thầy cho chép nhiều.	0
train_003092	thời gian nộp bài tại lớp hơi ngắn.	0
train_003093	nhiều lúc cô wzjwz233 hơi nhầm lẫn.	0
train_003094	khả năng truyền đạt kiến thức sinh viên khó tiếp thu hết.	0
train_003095	cho sinh viên sử dụng bóng không đạt yêu cầu. đa số là bóng đã qua sử dụng ( môn bóng đá ).	0
train_003096	thực sự thì khả năng truyền đạt không hấp dẫn. dễ buồn ngủ và khó hiểu.	0
train_003097	giảng viên nên chấm deadline về nhà sớm hơn.	0
train_003098	cần tăng thêm số lượng thiết bị thực hành.	0
train_003099	nhưng thầy thử nghĩ nếu em muốn ngủ mà cứ phải lên lớp thì thầy có thích khi nhìn xuống lớp giảng viên thì dạy. sinh viên thì ngủ mà vẫn có điểm danh như vậy thì có được không.	0
train_003100	sự cố như sau : đang học thì tất cả số đèn của nửa căn phòng đều tắt.	0
train_003101	cần các thầy xây dựng một bộ giáo trình , tài liệu cụ thể.	0
train_003102	làm các bài lab trên win server 2012 rất khác so với win server 2003, mà lại toàn cho làm các bài lab trên win server 2003, có vẻ cũ.	0
train_003103	phương pháp giảng dạy còn khó hiểu.	0
train_003104	không rõ  thu được gì  từ môn học này.	0
train_003105	thầy nên dạy đúng giờ bắt đầu , đúng giờ kết thúc trừ trường hợp bất khả kháng , bài dài.	0
train_003106	thầy giảng thường không đúng trọng tâm bài.	0
train_003107	môn thực hành cần có bài tập về nhà , tài liệu cập nhật rõ ràng hơn.	0
train_003108	nói nhanh trong lúc giảng bài.	0
train_003109	thầy dạy rất tâm huyết , dạy chậm và kỹ lưỡng.	0
train_003110	mong cô sẽ truyền đạt một cách nhiệt huyết hơn nữa.	0
train_003111	ngôn ngữ thực hành các bài lab của từng bộ môn nên được trang bị trước cho sinh viên.	0
train_003112	không biết là học để làm gì. nên đi sâu vào chuyên ngành từng khoa.	0
train_003113	đề hơi khó với thực tế.	0
train_003114	cần có khả năng truyền đạt tốt hơn.	0
train_003115	các giảng viên cần thống nhất chương trình dạy giữa các lớp với nhau.	0
train_003116	môn này rất chán. giáo viên dạy cũng chán , nói chung vô cùng không hài lòng với môn này.	0
train_003117	còn một số mục khó. nhưng hay thì cô lại dạy lướt qua.	0
train_003118	thầy giảng bài khó hiểu quá.	0
train_003119	dạy theo phương pháp truyền thống , lối mòn , lặp khuông như dạy ngữ pháp , giải bài tập.	0
train_003120	thiết bị về máy chiếu chưa được tốt , mong nhà trường tạo điều kiện.	0
train_003121	một số kiến thức chỉ được giới hạn. trong khuôn khổ của môn học , cần phát huy thêm khả năng tìm tòi sáng tạo của sinh viên trong các định lý định nghĩa có sẵn.	0
train_003122	cần nêu các công thức cơ bản khi dạy anh văn bổ túc.	0
train_003123	tăng cường chất lượng wifi cho các phòng lab.	0
train_003124	nên có những giáo trình hướng dẫn giải bài tập nhiều hơn. vì trong trường dường như chỉ có 1. 2 loại giáo trình bao gồm cả lý thuyết và bài tập chứ không có giáo trình hướng dẫn giải bài tập.	0
train_003125	không có giáo trình.	0
train_003126	đưa slide bài giảng còn thiếu nội dung.	0
train_003127	nên hơi choáng. do tự học quá nhiều.	0
train_003128	nói hơi nhanh.	0
train_003129	thầy còn giảng bài hơi nhỏ. sinh viên tụi em lắng nghe không rõ.	0
train_003130	thầy cho chép nhiều quá.	0
train_003131	đến hôm tiếp theo thì thầy lại nạp cho bọn em nhiều kiến thức mới dẫn đến khó hiểu hơn.	0
train_003132	tăng thêm giờ học ngoại khoá.	0
train_003133	cần tăng thêm nhiều tiết thực hành.	0
train_003134	em nghĩ có nhiều hoạt động giao tiếp bắng tiếng anh thì sẽ hay hơn rất nhiều.	0
train_003135	thầy còn cho ít bài tập.	0
train_003136	cần thêm bài tập và rèn luyện kỹ năng giao tiếp.	0
train_003137	bài tập tại lớp còn hơi ít , hướng dẫn hơi nhanh.	0
train_003138	nội dung còn khá khó để tiếp thu.	0
train_003139	cách dạy môn này của giảng viên vô tình càng làm phân loại sinh viên ( giỏi càng giỏi hơn còn yếu rồi thì có muốn học cũng khó mà học được nên càng ngày càng yếu ).	0
train_003140	buổi góp ý đánh giá trước khi hoàn chỉnh đồ án thầy xem sơ sài. không chỉ ra chỗ sai lớn nhất đến bài chính thức thì thầy chấm kỹ.	0
train_003141	cô không thể cả năm không gặp mặt sinh viên. lúc đầu em còn nghĩ tiết thực hành này được miễn nghỉ rồi 3 tuần cuối , mỗi tuần 1 đồ án giao cho sinh viên.	0
train_003142	giáo viên nên có code mẫu cho sinh viên.	0
train_003143	hình thức điểm danh.	0
train_003144	chấm điểm thiếu công bằng. thực hành tại máy trường mà chấm bài cài đặt phần mềm trên laptop.	0
train_003145	quá trình giảng dạy còn hơi nhanh.	0
train_003146	thường xuyên nghỉ mà không báo trước để sinh viên biết.	0
train_003147	các nội dung môn học thầy triển khai không đúng theo khung. mới vào mà thầy dạy servlet thì rất khó hiểu. sinh viên có góp ý qua thầy chủ nhiệm. nhưng vẫn không thay đổi.	0
train_003148	giảng viên wzjwz229 không dạy mà chỉ có thầy wzjwz230 thôi nên không biết nhận xét.	0
train_003149	hoạt động giảng dạy của giáo viên đưa ra quá cao so với trình độ học của lớp.	0
train_003150	đôi khi bị lố giờ giảng.	0
train_003151	giảng viên không quan tâm cách thực hiện. chỉ quan tâm tới kết quả làm được , không biết kết quả đó thực hiện thế nào.	0
train_003152	đôi lúc giảng viên nói nhỏ nên em không nghe được.	0
train_003153	ít hoạt náo dễ gây buồn ngủ.	0
train_003154	giữa sinh viên và giảng viên chưa có sự trao đổi gắn kết.	0
train_003155	đi trễ , dạy chậm.	0
train_003156	phòng học thực hành quá bé. bụi và bẩn , hệ thống máy tính không sử dụng được.	0
train_003157	em có góp ý nhỏ là. trong giờ dạy lý thuyết thì những chỗ trọng tâm và thiết thực của môn học thì thầy nên nhấn mạnh và giảng giải nhiều hơn để chúng em chú ý hơn những chỗ đó ạ.	0
train_003158	cần cho nhiều thời gian để sinh viên có đủ thời gian hoàn thành đồ án môn học.	0
train_003159	nội dung ôn tập thi giữa kỳ và cuối kỳ nên đa dạng hơn. có thêm các câu hỏi lý thuyết suy luận thay vì chỉ là 10% bài tập có thể khiến nhiều sinh viên không hiểu rõ nội dung môn học mà chỉ biết làm bài tập.	0
train_003160	nên tổ chức thi hình thức trăc nghiệm.	0
train_003161	cần ra các bài thực hành sát với thực tế môn học hơn.	0
train_003162	giảng viên nên thường xuyên lên lớp. và không để trường hợp thay thế giảng viên khác.	0
train_003163	cô chỉ cho bài tập về nhà kêu làm và nộp. không giải thích gì thêm.	0
train_003164	đa phần là tự học là chính , có thể là. do chương trình đại học quốc gia.	0
train_003165	phòng học còn thiếu chất lượng. trời nóng nên bố trí thêm quạt cho dãy hai bên phòng.	0
train_003166	sinh viên có cảm giác thầy giảng như cho có.	0
train_003167	rất nhiều vấn đề khó hiểu. nhưng thầy không dạy một cách tường tận khiến sinh viên rơi vào  hố đen.	0
train_003168	nên bỏ kiểm tra code trên giấy , thay vào đó code bằng máy tính sẽ dễ sửa lỗi và điều chỉnh hơn.	0
train_003169	hy vọng thầy sẽ cải tiến làm cho hoạt động sôi nổi hơn.	0
train_003170	giọng nói hơi khó nghe. ngoài ra không có gì không hài lòng.	0
train_003171	không quy định rõ ràng quy định khi cho sinh viên làm đồ án. còn một tháng cuối mới gửi mail thông báo làm sinh viên thay đổi không kịp.	0
train_003172	đôi lúc cô dạy hơi khó hiểu.	0
train_003173	nhưng số buổi gặp cô ít quá   mong phòng đào tạo sắp xếp số buổi được gặp nhiều hơn.	0
train_003174	phòng lab rất nhỏ và ít thiết bị nên chất lượng học tập môn học không đảm bảo.	0
train_003175	nên chuyển qua phòng học khác không có máy tính và nhỏ hơn.	0
train_003176	để dành thời gian lên lớn đến giảng bài cho sinh viên hiểu và giải đáp thắc mắc cho sinh viên không phải em mà rất nhiều người khác cũng phàn nàn về cách dạy của thầy.	0
train_003177	đôi lúc không tiếp thu được.	0
train_003178	làm khó sinh viên.	0
train_003179	trình độ chuyên môn đáng ngại.	0
train_003180	theo thời khóa biểu hiện nay thì học thực hành trước nên sinh viên lúc thực hành chưa hiểu vấn đề nên khó khăn. trong việc làm bài.	0
train_003181	cần nghiêm khắc hơn. trong quá trình học.	0
train_003182	không đảm bảo tính khách quan , công bằng. trong quá trình giảng dạy sinh viên giữa các khoa , luôn thiên vị khoa wzjwz156.	0
train_003183	không thấy được ứng dụng thực tế.	0
train_003184	có đôi lúc cô giảng. nhưng em không hiểu.	0
train_003185	bài tập về nhà quá nhiều. làm cho sinh viên không có nhiều thời gian để làm đồ án và học môn khác.	0
train_003186	theo em lý thuyết quan trọng. nhưng cơ bản là sau khi học xong sinh viên có thể làm được gì mới là điều quan trọng nên em có đề xuất là tăng tỷ lệ điểm về phần thực hành lên mức tối đa có thể để đánh giá được kết quả học tập của sinh viên.	0
train_003187	cho nghỉ nhiều. hoặc lên lớp không có ai dạy.	0
train_003188	ít giảng bài cho sinh viên. sinh viên thắc mắc không được giải đáp cặn kẽ , rất mơ hồ.	0
train_003189	điều chỉnh máy lạnh phù hợp với thời tiết.	0
train_003190	chưa được cung cấp hay giới thiệu về tài liệu tham khảo. thời gian chép bài trên bảng còn tốn hơi nhiều thời gian.	0
train_003191	tài liệu tiếng anh gây khó khăn cho ôn thi.	0
train_003192	về bài tập , không bao giờ dạy tính toán gì cả , mà về nhà thì bài tập , deadline. rồi bài làm 15 phút trên lớp , đủ kiểu kiểm tra.	0
train_003193	để dễ dàng vận dụng kiến thức trên lớp.	0
train_003194	có thêm nhiều phong trào liên quan tới tiếng anh hơn nữa.	0
train_003195	kiến thức cao.	0
train_003196	nếu có thể nhà trường ngoài việc lên kế hoạch thành lập một câu lạc bộ tiếng anh , cũng nên tạo điều kiện cho sinh viên tìm hiểu ngoại ngữ khác như tiếng nhật , tiếng trung.	0
train_003197	nên cập nhật những phương pháp dạy phản xạ để tạo hướng thú cho sinh viên.	0
train_003198	dạy không tận tình. dạy cho có cho đầy đủ trách nhiệm.	0
train_003199	dành thời gian cho kỹ năng nói. trong giờ học càng nhiều càng tốt. thời gian dành cho việc này em thấy chưa đủ.	0
train_003200	cần viết riêng một cuốn sách về hướng dẫn thực hành oop.	0
train_003201	coi thi quá khó.	0
train_003202	cần nâng cao chất lượng trang thiết bị.	0
train_003203	cô cho nghỉ khá nhiều. dù có học bù. nhưng như vậy khá là mất thời gian của sinh viên.	0
train_003204	ít trả lời mail hỏi bài tập thực hành của sinh viên.	0
train_003205	âm thanh phòng học wzjwz238 còn quá nhỏ nên khiến thầy thường nói không micro.	0
train_003206	đề cương cần được đổi mới , phân rõ phần trọng tâm môn học và phần đọc thêm mở rộng.	0
train_003207	giáo viên nghỉ dạy.	0
train_003208	lúc thầy giảng chung cả lớp rất khó để các bạn dưới lớp nghe được giọng thầy.	0
train_003209	mong thầy dành nhiều thời gian hơn. trong việc ôn sửa các dạng bài tập có trong các kỳ thi.	0
train_003210	môn học vẫn còn là một môn với nhiều lý thuyết. trong slide.	0
train_003211	cần tăng số buổi thực hành cũng như trang bị thêm trang thiết bị như mua thêm nhiều switch , router , hub , bridge. trong phòng ngồi học mà ít bụi và nòng đi thì tốt hơn , vdotv.	0
train_003212	thầy đưa deadline trễ và không rõ ràng.	0
train_003213	việc phân chia nhóm không hợp lý dẫn tới chất lượng học tập không tốt.	0
train_003214	lý do : sinh viên mới bắt đầu tiếp cận môn học chưa hiểu rõ các từ chuyên nghành nên không hiểu nội dung bài giảng. dù giảng viên giải thích bằng tiếng việt.	0
train_003215	giảng viên không dạy sinh viên.	0
train_003216	cách truyền đạt của giảng viên không được thu hút sinh viên lắm ạ.	0
train_003217	có nhiều chỗ hơi khó hiểu. trong khi thầy dạy. nhưng thầy không giải thích nhiều.	0
train_003218	theo ý kiến chủ quan của em , việc giảng dạy hoàn toàn bằng tiếng anh cho lớp chất lượng cao là rất thiết thực. nhưng với trình độ tiếng anh hiện nay của lớp thì hiệu quả học tập của lớp vẫn còn kém.	0
train_003219	ra đề thi giữa kỳ không bám sát vào bài tập đã làm trên lớp.	0
train_003220	thầy cần tương tác nhiều với sinh viên.	0
train_003221	tuy nhiên   bài giảng của thầy chưa được bài bản lắm   có phần hơi tùy hứng.	0
train_003222	hỏi cũng không nhận được câu trả lời chính xác để học.	0
train_003223	đề thi thì. trong vòng 90 phút phải code hoàn chính game 2048.	0
train_003224	đó là tiền của họ. họ muốn dùng thì tùy họ , người khác nghèo không phải lỗi của họ. chưa kể tiền thuế họ đóng góp cho nước cũng đủ để gọi là xây dựng rồi.	0
train_003225	cần tạo kênh liên lạc giữa sinh viên và giảng viên để sinh viên có thể nhận được thông báo từ giảng viên.	0
train_003226	thầy đi trễ , không cho sinh viên làm bài tập nhiều trên lớp. một dạng bài nào đó thầy nói qua rồi thì cho qua luôn.	0
train_003227	thầy chưa biết sử dụng hệ thống courses để thông báo tin tức cho học sinh.	0
train_003228	cho bài tập về thì chỉ biết kêu là làm đi và không hỗ trợ gì nhiều.	0
train_003229	cập nhật những đổi mới về môn học , nên có chương trình đào tạo phù hợp hơn.	0
train_003230	giảng viên nên hạn chế dùng slide , hướng dẫn cụ thể hơn cho sinh viên.	0
train_003231	cứ mỗi khi có thắc mắc thì lại không thể tìm thấy giáo viên thực hành để được giải đáp.	0
train_003232	nội dung lan man. khó áp dụng vào thực tế.	0
train_003233	phương pháp dạy phải cụ thể chi tiết hơn.	0
train_003234	nên để sinh viên tự tìm hiểu lý thuyết trước ở nhà đến trường giảng viên chỉ cần giải thích các vấn đề không rõ sau đó đi thẳng vào giải các bài tập.	0
train_003235	nên tổ chức thêm những buổi hội thảo liên quan đến nội dung môn học.	0
train_003236	cô giải ít bài tập.	0
train_003237	lớp thực hành nhóm 2 bảo quản thiết bị quá yếu. do chia thiết bị không theo nhóm cố định , đến nhóm 1 thực hành là thiết bị. trong bộ kit phân cho nhóm mình thiếu hụt , hư hỏng linh tinh.	0
train_003238	phòng học còn nóng và bụi bặm , máy chiếu. tuy vẫn nhìn được nhưng vẫn mờ. nếu ngồi xa hay hôm nào sáng quá sẽ không thấy rõ.	0
train_003239	môn này giải bài tập khá nhiều và khó.	0
train_003240	những thiết bị phục vụ cho việc giảng dạy cần được trang bị tốt hơn. ví dụ như máy chiếu hơi bị mờ , các bạn ngồi ở phía sau không thấy. phòng học chỉ có 2 cái phạt , rất nóng nực vào mùa hè.	0
train_003241	nên có hướng dẫn chi tiết hơn.	0
train_003242	giờ thực hành hầu như không dạy được gì. nên lúc đầu em thường ra sớm và sau đó không vào lớp thực hành.	0
train_003243	vì lịch thực hành không được sắp xếp từ đầu dẫn đến trùng giờ với môn khác.	0
train_003244	em không hề thấy thầy đứng lớp.	0
train_003245	cần phương pháp học môn này.	0
train_003246	nên trang bị trang thiết bị cho phòng thực hành và phòng lab để sinh viên có thể thực hành và học trực tiếp trên thiết bị thật.	0
train_003247	nội dung giảng dạy của cô còn sơ sài.	0
train_003248	phòng thực hành cơ bản của trường còn quá kém. vậy tăng học phí đầu năm để làm gì.	0
train_003249	không gặp giảng viên được một lần nào.	0
train_003250	thầy dạy không có tương tác nhiều.	0
train_003251	không nên sử dụng thực hành hình thức 2.	0
train_003252	chủ đề học thường lan man.	0
train_003253	phần bài làm trên moodle có nhiều sai sót gây ảnh hưởng đến điểm chuyên cần.	0
train_003254	thái độ hơi khó chịu với sinh viên.	0
train_003255	thầy dạy dễ hiểu. nhưng còn chưa cho nhiều bài tập.	0
train_003256	thầy không tổ chức đủ 3 buổi họp lớp ( chỉ được 1 buổi ) và sau buổi đó thì biệt tích đến gần cuối học kỳ sinh viên gửi mail thì trả lời rất trễ thậm chí một số sinh viên không được trả lời.	0
train_003257	hạn chế dạy bằng slide.	0
train_003258	giảm số lượng sinh viên franction lớp.	0
train_003259	cơ sở vật chất nên cải thiện , nên có nhiều thực hành bổ ích hơn nữa , em xin cảm ơn.	0
train_003260	bài tập thầy ra hơi khó.	0
train_003261	ít bài tập nâng cao.	0
train_003262	cô nói nhanh quá. em nghe không kịp.	0
train_003263	giảng sinh động hơn , giao tiếp với sinh viên bằng tiếng anh thay vì đa phần là tiếng việt.	0
train_003264	truyền đạt hơi kém.	0
train_003265	giảng viên nên dạy lâu hơn mỗi buổi học.	0
train_003266	em không thích học môn này.	0
train_003267	không thể hài lòng.	0
train_003268	thầy lên lớp không đúng giờ giấc , thường xuyên đi trễ.	0
train_003269	giải thích thuật toán hơi nhanh.	0
train_003270	còn nhanh.	0
train_003271	dạy không liên quan.	0
train_003272	thay đổi bộ câu hỏi thực hành mang tính cập nhật hơn.	0
train_003273	không có hoạt động nhóm , bài tập ít.	0
train_003274	tăng thời gian học. vì anh văn là môn học khó.	0
train_003275	cô dạy cũng khá hay. nhưng hay gọi lên làm bài tập gây áp lực cho sinh viên lắm.	0
train_003276	thường xuyên vắng mặt , làm sinh viên lên trường rồi phải về.	0
train_003277	phòng học hiện nay rất nóng nhà c , mong nhà trường có biện pháp thích hợp để khắc phục tình trạng này cho sinh viên , để sinh viên có khả năng tiếp thu kiến thức tốt xin cảm ơn.	0
train_003278	thầy giải bài tập ít.	0
train_003279	cần tuân thủ đúng và đủ giờ.	0
train_003280	vài nội dung thầy giảng khó hiểu.	0
train_003281	em nghĩ học theo phương pháp cũ cây phấn tấm bảng.	0
train_003282	em nghĩ trước khi cho lớp bắt đầu thực hành thì thầy nên hướng dẫn sơ qua về các bài tập thực hành để chúng em nắm bắt được nhanh hơn và chủ động hơn về các yêu cầu.	0
train_003283	cần giảm bớt các nội dung không cần thiết tùy theo chuyên ngành mà sinh viên theo học.	0
train_003284	thầy dạy hơi buồn ngủ một tí.	0
train_003285	cần áp dụng vào thực tiễn một cách cụ thể hơn , lý thuyết vẫn còn mang đầu óc tưởng tượng cao.	0
train_003286	khả năng truyền tải cần thuyết phục hơn.	0
